Number of Floors,Number of Lifts,Max Weight,Max Speed,Floor Distance,Time at Floors
100,30,600.0,2.5,5.0,1.0

Floor,People entering,People exiting,
0,14,14
1,0,0
2,0,0
3,0,2
4,0,0
5,0,0
6,0,1
7,0,0
8,0,0
9,0,7
10,0,4
11,0,7
12,0,0
13,0,2
14,0,0
15,3,3
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,1
26,0,0
27,0,0
28,0,0
29,0,0
30,0,2
31,0,4
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,7
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,2
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,4
59,0,3
60,0,4
61,0,1
62,0,4
63,3,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,2,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,2
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,2
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0

Lift,Up,Down,End,Average Occupation,Average Waiting Time
1,0,2,5,0.10714286,33.0
2,0,2,7,0.1,13.666667
3,1,2,7,0.1125,47.5
4,0,0,0,0.0,26.0
5,0,0,0,0.0,26.0
6,0,0,0,0.0,28.0
7,0,0,0,0.0,10.0
8,0,0,0,0.0,80.0
9,0,0,0,0.0,26.0
10,0,0,0,0.0,80.0
11,0,0,0,0.0,26.0
12,0,0,0,0.0,28.0
13,0,0,0,0.0,26.0
14,0,0,0,0.0,26.0
15,0,0,0,0.0,80.0
16,0,0,0,0.0,10.0
17,0,0,0,0.0,46.0
18,0,0,0,0.0,80.0
19,0,0,0,0.0,80.0
20,0,0,0,0.0,80.0
21,0,0,0,0.0,26.0
22,0,1,3,0.15625,64.0
23,0,0,0,0.0,2.0
24,0,0,0,0.0,2.0
25,0,0,0,0.0,26.0
26,0,0,0,0.0,26.0
27,0,0,0,0.0,26.0
28,0,0,0,0.0,98.0
29,0,0,0,0.0,46.0
30,0,0,0,0.0,26.0

