Number of Floors,Number of Lifts,Max Weight,Max Speed,Floor Distance,Time at Floors
100,14,900.0,2.5,5.0,1.0

Floor,People entering,People exiting,
0,21,33
1,12,56
2,19,40
3,11,38
4,16,52
5,4,52
6,12,43
7,11,29
8,17,33
9,3,39
10,9,29
11,13,74
12,16,20
13,7,18
14,10,27
15,4,29
16,3,33
17,13,17
18,10,29
19,14,24
20,16,39
21,11,27
22,12,20
23,7,31
24,31,29
25,3,29
26,23,41
27,16,31
28,17,24
29,7,30
30,15,23
31,12,24
32,9,17
33,10,28
34,8,35
35,13,14
36,5,26
37,10,21
38,12,47
39,4,29
40,11,38
41,7,5
42,13,18
43,26,45
44,12,24
45,12,27
46,11,11
47,9,13
48,13,25
49,8,16
50,3,22
51,8,20
52,10,23
53,6,29
54,22,38
55,26,37
56,9,30
57,12,23
58,16,17
59,1,16
60,6,22
61,10,24
62,10,34
63,11,27
64,11,21
65,4,21
66,11,28
67,7,25
68,8,44
69,21,14
70,5,27
71,21,34
72,13,26
73,6,21
74,13,11
75,0,19
76,2,34
77,15,25
78,11,15
79,18,27
80,13,35
81,7,38
82,11,32
83,11,32
84,20,37
85,3,27
86,19,40
87,17,25
88,15,56
89,12,42
90,11,56
91,6,22
92,8,19
93,6,70
94,10,41
95,8,34
96,27,41
97,3,39
98,16,74
99,5,33
100,0,2

Lift,Up,Down,End,Average Occupation,Average Waiting Time
1,13,16,72,0.111458346,17.862068
2,13,24,95,0.13700563,29.864864
3,22,23,103,0.101706035,32.08889
4,14,18,73,0.0915751,22.15625
5,11,16,79,0.1175926,21.666666
6,14,15,72,0.13218395,17.931034
7,23,14,93,0.15072465,37.945946
8,20,15,74,0.14803922,28.914286
9,18,17,60,0.078703694,25.916666
10,14,16,61,0.1438492,30.733334
11,12,17,70,0.13855422,23.689655
12,21,17,62,0.11486488,31.342106
13,12,18,63,0.11522632,36.033333
14,24,14,97,0.16587298,32.263157

