Number of Floors,Number of Lifts,Max Weight,Max Speed,Floor Distance,Time at Floors
100,9,300.0,2.5,5.0,1.0

Floor,People entering,People exiting,
0,24,46
1,13,58
2,12,36
3,8,33
4,13,54
5,7,36
6,10,23
7,28,67
8,5,34
9,10,50
10,10,22
11,12,44
12,7,28
13,25,48
14,7,56
15,3,23
16,11,41
17,7,22
18,27,48
19,7,62
20,14,17
21,5,29
22,11,23
23,3,40
24,21,26
25,12,34
26,18,40
27,16,33
28,8,22
29,10,37
30,13,35
31,10,25
32,14,26
33,9,11
34,11,18
35,12,26
36,15,31
37,16,36
38,14,24
39,3,7
40,0,35
41,8,17
42,7,10
43,8,38
44,3,18
45,4,23
46,6,15
47,1,20
48,14,10
49,11,23
50,16,38
51,11,28
52,7,15
53,13,27
54,17,33
55,15,32
56,16,13
57,18,29
58,19,46
59,4,10
60,6,18
61,10,18
62,16,34
63,14,35
64,3,14
65,9,31
66,11,39
67,13,30
68,12,27
69,12,28
70,15,30
71,13,52
72,2,35
73,25,23
74,15,33
75,17,40
76,16,49
77,13,38
78,15,42
79,7,29
80,11,30
81,23,38
82,15,35
83,6,37
84,6,46
85,9,29
86,6,20
87,14,57
88,12,43
89,11,47
90,25,43
91,14,40
92,14,56
93,12,36
94,6,55
95,18,56
96,6,36
97,19,57
98,14,34
99,17,57
100,9,49

Lift,Up,Down,End,Average Occupation,Average Waiting Time
1,23,35,139,0.30151516,30.5
2,29,25,129,0.31804737,36.127274
3,28,29,126,0.33689022,27.508772
4,23,26,117,0.29999992,29.510204
5,29,25,131,0.31666657,25.407408
6,17,35,96,0.34848478,29.26923
7,28,14,93,0.3135246,29.214285
8,37,32,158,0.30710664,25.594202
9,37,26,148,0.3200549,32.603176

