Number of Floors,Number of Lifts,Max Weight,Max Speed,Floor Distance,Time at Floors
100,10,300.0,2.5,5.0,1.0

Floor,People entering,People exiting,
0,26,82
1,13,65
2,10,67
3,20,88
4,11,51
5,19,53
6,14,37
7,26,42
8,6,57
9,5,38
10,15,48
11,9,42
12,7,46
13,9,43
14,9,38
15,13,21
16,17,56
17,11,34
18,14,46
19,13,32
20,7,41
21,10,30
22,23,47
23,16,44
24,14,47
25,3,12
26,14,38
27,20,31
28,10,10
29,23,34
30,9,13
31,3,30
32,13,25
33,6,18
34,10,37
35,4,29
36,3,16
37,4,22
38,14,28
39,4,24
40,14,34
41,11,23
42,13,30
43,8,17
44,19,18
45,6,30
46,4,16
47,4,16
48,19,31
49,9,13
50,19,41
51,7,24
52,13,38
53,6,23
54,11,22
55,6,15
56,20,35
57,7,41
58,6,11
59,17,26
60,13,32
61,11,28
62,8,16
63,8,34
64,12,22
65,17,20
66,8,6
67,19,28
68,6,19
69,9,20
70,5,17
71,11,28
72,14,15
73,8,26
74,8,28
75,9,33
76,7,26
77,9,27
78,16,29
79,10,19
80,4,31
81,15,33
82,11,26
83,25,34
84,16,27
85,8,35
86,7,35
87,10,58
88,12,21
89,16,25
90,18,24
91,11,35
92,14,44
93,8,34
94,3,21
95,21,52
96,6,35
97,15,49
98,26,65
99,5,57
100,6,32

Lift,Up,Down,End,Average Occupation,Average Waiting Time
1,18,25,98,0.34631148,26.83721
2,16,39,115,0.3878205,34.072727
3,17,34,124,0.29326928,27.470589
4,18,29,105,0.36678833,29.042553
5,20,35,116,0.34662583,32.642857
6,34,27,147,0.3225388,30.67213
7,29,24,107,0.35357141,32.981133
8,21,31,109,0.35869572,34.23077
9,13,26,96,0.33552632,21.0
10,21,21,93,0.29107147,31.428572

