Number of Floors,Number of Lifts,Max Weight,Max Speed,Floor Distance,Time at Floors
100,9,900.0,2.5,5.0,1.0

Floor,People entering,People exiting,
0,32,46
1,10,44
2,2,36
3,1,47
4,4,41
5,8,30
6,9,43
7,28,52
8,14,37
9,15,46
10,16,47
11,5,38
12,5,48
13,11,39
14,10,52
15,10,28
16,16,12
17,16,37
18,1,31
19,11,35
20,3,26
21,19,26
22,18,29
23,10,30
24,1,26
25,6,21
26,22,61
27,21,18
28,14,19
29,33,45
30,12,27
31,17,34
32,6,25
33,18,22
34,26,30
35,21,56
36,31,31
37,8,29
38,10,46
39,24,35
40,7,45
41,8,24
42,9,19
43,14,23
44,9,30
45,10,16
46,18,55
47,11,32
48,17,28
49,11,26
50,9,16
51,6,27
52,13,22
53,19,30
54,8,30
55,8,34
56,12,36
57,23,36
58,32,57
59,26,29
60,11,30
61,1,15
62,7,27
63,15,44
64,18,44
65,27,29
66,12,29
67,9,26
68,24,38
69,9,32
70,18,40
71,19,36
72,12,35
73,20,36
74,16,42
75,23,31
76,5,26
77,5,23
78,14,30
79,4,22
80,24,29
81,15,31
82,15,38
83,13,44
84,15,50
85,21,29
86,23,37
87,7,27
88,18,43
89,21,41
90,12,52
91,9,57
92,15,49
93,17,43
94,25,42
95,15,50
96,8,48
97,3,71
98,7,54
99,14,52
100,0,20

Lift,Up,Down,End,Average Occupation,Average Waiting Time
1,19,40,151,0.1487403,38.084747
2,30,23,140,0.11247442,45.056602
3,18,37,145,0.18962075,32.089287
4,34,36,197,0.1699853,39.814285
5,23,20,123,0.1567329,30.209303
6,31,26,153,0.17670688,34.263157
7,31,28,142,0.124756314,39.74576
8,21,25,113,0.16319445,27.869566
9,31,25,154,0.17094013,37.0

