Number of Floors,Number of Lifts,Max Weight,Max Speed,Floor Distance,Time at Floors
100,4,600.0,2.5,5.0,1.0

Floor,People entering,People exiting,
0,9,14
1,3,45
2,10,34
3,13,31
4,6,31
5,19,24
6,11,34
7,18,20
8,4,23
9,12,37
10,8,27
11,14,41
12,15,25
13,7,16
14,9,18
15,17,24
16,7,25
17,9,29
18,4,12
19,4,15
20,21,27
21,12,26
22,14,26
23,18,28
24,18,32
25,4,16
26,19,21
27,17,27
28,16,25
29,10,24
30,9,8
31,9,23
32,8,11
33,13,55
34,5,16
35,21,23
36,11,17
37,14,40
38,4,18
39,2,19
40,6,35
41,17,40
42,7,26
43,18,24
44,8,23
45,28,28
46,8,36
47,12,23
48,6,23
49,17,14
50,21,22
51,18,31
52,15,36
53,4,27
54,5,31
55,6,19
56,21,29
57,0,21
58,8,19
59,8,14
60,13,28
61,8,23
62,3,29
63,15,19
64,17,34
65,12,27
66,20,15
67,9,10
68,12,28
69,8,23
70,18,16
71,23,21
72,6,27
73,7,30
74,9,13
75,19,25
76,0,24
77,17,23
78,2,27
79,14,29
80,4,16
81,2,13
82,6,22
83,10,30
84,4,32
85,15,31
86,4,29
87,8,51
88,7,19
89,14,18
90,6,23
91,14,33
92,11,39
93,10,33
94,15,28
95,15,37
96,6,35
97,26,26
98,7,40
99,3,26
100,0,0

Lift,Up,Down,End,Average Occupation,Average Waiting Time
1,56,73,264,0.2263986,77.51938
2,81,48,213,0.22016458,80.18604
3,50,67,275,0.25836113,96.726494
4,69,56,298,0.24262422,73.384

